Ta-pe-13_20	C
Th-en-09_119	C
Jod-ch-58_4	B
New-su-58_1	B
New-ch-73_5	D
Sa-en-22_0	C
New-ch-81_10	D
Ji-ko-24_0	C
Ki-pe-51_73	B
Na-ko-33_230	C
Ji-ko-24_195	C
New-in-03_220	A
New-ch-09_10	C
Th-en-03_0	C
Ji-ko-24_10	C
New-ko-01_56	D
Ni-en-03_15	B
Jod-ch-12_44	A
Na-ko-43_0	C
Ki-pe-34_0	B
Na-ko-18_100	D
Th-en-01_0	C
New-en-10_0	A
New-en-04_0	A
Ne-ar-39_954	B
New-en-02_0	C
New-en-59_84	A
New-gr-29_40	B
Ni-en-06_6	B
New-ch-02_31	A
Th-en-12_1165	D
New-ko-04_223	D
New-az-39_0	A
New-en-12_468	B
Kik-in-34_186	D
New-ha-13_0	B
New-spme-05_223	C
Ni-en-06_0	B
Na-ko-23_0	C
Al-en-40_27	B
Al-en-37_0	D
Jod-ch-37_136	D
Th-en-45_198	D
Ji-ko-19_7	A
Kik-in-11_0	D
Th-en-15_8	A
New-as-05_150	B
Al-en-34_252	D
New-su-60_10	C
New-ch-15_59	C
Al-en-02_0	A
Gu-ch-18_0	B
New-pe-66_96	C
Th-en-41_324	C
New-am-72_30	C
New-su-82_0	B
New-pe-20_28	B
New-az-39_252	A
Kik-in-15_5	A
Ta-pe-25_6	A
Kik-in-34_0	C
Sa-en-9_0	A
Ne-ar-38_0	D
Al-en-02_132	B
Gu-ch-09_0	A
New-en-76_852	D
New-ha-66_0	A
New-az-60_55	B
New-en-07_10	C
New-su-57_0	A
New-pe-78_50	A
Gu-ch-32_0	B
Th-en-41_35	B
Jod-ch-13_1509	C
Ji-ko-35_74	C
New-ch-38_364	D
New-su-83_1	A
New-gr-13_0	B
Ca-sp-06_9	A
Ca-sp-06_16	C
Ne-ar-32_56	C
Jod-ch-04_56	A
Al-en-06_279	C
New-ch-13_0	D
New-en-90_240	B
Kik-in-04_18	A
New-spme-05_35	A
Ta-pe-22_85	C
Ji-ko-35_50	A
New-gr-06_0	A
New-en-49_168	C
New-pe-45_14	A
New-in-80_0	B
New-in-80_35	A
Th-en-41_177	C
New-ch-31_0	C
New-pe-83_588	A
New-en-01_21	D
Th-en-44_287	C
Ki-pe-30_10	A
New-am-02_0	B
Na-ko-24_0	A
Jod-ch-30_84	A
New-as-14_114	B
Al-en-01_447	D
Al-en-04_1	A
New-en-69_2156	D
Kik-in-11_336	D
Th-en-48_96	C
New-in-01_56	C
New-ch-04_40	A
New-su-83_35	A
Ni-en-20_206	B
Jod-ch-06_20	B
New-spme-60_10	B
Al-en-35_0	B
Th-en-19_1650	B
New-am-02_450	B
